%%% Bode Mag Phase 
frequency speed  m1 p1
8.708431497691e+00 0.000000000000e+00 -6.923592438692e+01 -1.778343930912e+02 
8.748668120480e+00 0.000000000000e+00 -6.931869769341e+01 -1.778450264111e+02 
8.789090653420e+00 0.000000000000e+00 -6.940144549663e+01 -1.778556011721e+02 
8.829699955494e+00 0.000000000000e+00 -6.948416804544e+01 -1.778661177859e+02 
8.870496889654e+00 0.000000000000e+00 -6.956686558614e+01 -1.778765766599e+02 
8.911482322840e+00 0.000000000000e+00 -6.964953836246e+01 -1.778869781975e+02 
8.952657125996e+00 0.000000000000e+00 -6.973218661567e+01 -1.778973227982e+02 
8.994022174092e+00 0.000000000000e+00 -6.981481058452e+01 -1.779076108576e+02 
9.035578346139e+00 0.000000000000e+00 -6.989741050532e+01 -1.779178427674e+02 
9.077326525210e+00 0.000000000000e+00 -6.997998661197e+01 -1.779280189154e+02 
9.119267598459e+00 0.000000000000e+00 -7.006253913596e+01 -1.779381396857e+02 
9.161402457139e+00 0.000000000000e+00 -7.014506830640e+01 -1.779482054589e+02 
9.203731996618e+00 0.000000000000e+00 -7.022757435007e+01 -1.779582166115e+02 
9.246257116406e+00 0.000000000000e+00 -7.031005749142e+01 -1.779681735167e+02 
9.288978720165e+00 0.000000000000e+00 -7.039251795263e+01 -1.779780765441e+02 
9.331897715733e+00 0.000000000000e+00 -7.047495595358e+01 -1.779879260597e+02 
9.375015015145e+00 0.000000000000e+00 -7.055737171194e+01 -1.779977224261e+02 
9.418331534648e+00 0.000000000000e+00 -7.063976544315e+01 -1.780074660022e+02 
9.461848194722e+00 0.000000000000e+00 -7.072213736044e+01 -1.780171571440e+02 
9.505565920101e+00 0.000000000000e+00 -7.080448767491e+01 -1.780267962036e+02 
9.549485639792e+00 0.000000000000e+00 -7.088681659550e+01 -1.780363835303e+02 
9.593608287093e+00 0.000000000000e+00 -7.096912432900e+01 -1.780459194698e+02 
9.637934799616e+00 0.000000000000e+00 -7.105141108016e+01 -1.780554043647e+02 
9.682466119303e+00 0.000000000000e+00 -7.113367705161e+01 -1.780648385544e+02 
9.727203192451e+00 0.000000000000e+00 -7.121592244395e+01 -1.780742223751e+02 
9.772146969726e+00 0.000000000000e+00 -7.129814745574e+01 -1.780835561601e+02 
9.817298406189e+00 0.000000000000e+00 -7.138035228355e+01 -1.780928402394e+02 
9.862658461313e+00 0.000000000000e+00 -7.146253712196e+01 -1.781020749402e+02 
9.908228099004e+00 0.000000000000e+00 -7.154470216357e+01 -1.781112605865e+02 
9.954008287622e+00 0.000000000000e+00 -7.162684759906e+01 -1.781203974995e+02 
1.000000000000e+01 0.000000000000e+00 -7.170897361719e+01 -1.781294859974e+02 

